user,restoran,text,pesanan,harga,lokasi,kategori,rating
simon71,Seracik Coffee,"Mampir ke Seracik Kopi buat nge PANG! guys dan kali ini aku cobain Hot Cappuccino. Untuk rasanya lumayan enak, coffeenya lebih ke light aftertastenya dan foam nya bagus.Pelayanannya Baik & Ambience nya Cozy Banget sih aku dapat Indoor Areanya. Untuk Outdoor Areanya juga eye catching banget konsep kaya di pantai gitu.",Cappuccino," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Buah Batu,Kafe,4.2
simon71,Shasyi,"Mampir ke kedai kecil gitu guys namanya Kedai Shasyi, sekilas emang kaya rumah kecil gitu dan aku cobain sarapan di sana.Yang aku pesan :- Nasi Jinggo -> Isiannya ada ayam bumbu kuning, tempe bumbu, mie goreng, kerupuk, nasi putih, dan air mineral. Overall rasanya enak si ayam kuningnya meresap bumbunya dan lauk lainnya juga melengkapi rasanya.- Nasi Lengko -> Isiannya ada campuran tahu, tempe, sayur2, dan bumbu kacang. Overall rasanya enak juga karena dihidangkan panas dengan nasi putih, kerupuk, dan air mineral.Pelayannya Baik & Ambience nya Cozy ada taman mini nya gitu.","Nasi Jinggo, Nasi lengko"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Buah Batu,Indonesia,4.2
simon71,Nine Cafe,"Mampir ke 9 Cafe lagi buat sekedar ngemil & nyoklat guys, dan aju pesan Tahu Lada Garam & Caffé Mocha nya.- Caffé Mocha -> paduan cokelat, espresso, dan latte cukup balance dan yang aku suka basic cokelatnya itu gak manis jadi bisa ditakar sendiri manisnya dengan gula. Overall oke sih rasa mocha nya.- Tahu Lada Garam -> untuk kali ini menurut aku failed sih, tepung aci jauh lebih tebal dibandingkan tahu nya, serta gak ada bumbu jelas gitu kek hambar aja. Buat lada garamnya masih oke tapi kurang blend sama tahu nya aja sih.Pelayanan & Ambience Oke Sih Baik & Cozy.","Caffé Mocha, Tahu Lada Garam"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Buah Batu,Kafe,3.8
simon71,Yellow Truck Coffee,"Nyobain Iced Latte nya Yellow Truck, overall aftertaste nya lebih ke flat strong bold aja gitu, yang suka kopi strong oke sih ngopi disini, paduan dengan latte nya juga okeee.Pelayanan Oke & Ambience nya Old Vintage.",Iced Latte," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Gatot Subroto,Kafe,3.8
simon71,Kampung Eurih,"Mampir lagi ke Kampung Eurih dan kali ini nyobain lebih banyak menu antara lain :- Ayam Goreng Kampung -> suka sama bumbunya meresap ke ayamnya guys, gak hambar gitu walau masih sedikit keasinan- Oseng Genjer -> rasa genjernnya enak, tapi kuahnya agak kemanisan sih buat aku pribadi- Pepes Tahu -> enakk ni guys, tahunya lembut dan ada cabai di dalamnya menambah citarasa- Pepes Jamur -> mirip rasa jamur pada umummya, lembut gitu di pepes- Hot Cappuccino -> aku request double shots dan aftertaste nya sukaa deh, selain strong juga balance sama latte + foam nya (aftertaste beansnya juga gak monoton di pahit doang)Pelayanan Baik & Ambience nya Cozy","Ayam goreng kampung, Ayam Bakar Kampung, Oseng Genjer, pepes tahu, pepes jamur, Hot Cappuccino"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Laswi,Indonesia,4.2
simon71,150 Coffee and Garden,"Weekend gini enaknya sih refreshing mata guys, jadi aku pengen ke tempat yang banyak tanaman2 hijau gitu, dan kepikiran deh balik ke 150 Coffee & Garden karena tempatnya emang eye catching banget buat nyegerin mata.Aku pesan mocktail dia namanya ""Galaxy Garden"" gitu, overall rasanya enak,  manis asamnya balance (kayanya pakai sirup buah asam manis gitu dengan bunga telang, jadinya warnanya dominan di ungu).Aku juga pesan pisang gorengnya, overall rasanya enak gorengnya crunchy dan gaterlalu belepotan minyak serta tepungnya juga gak bantet.Pelayanan Oke & Ambience nya Cozy aku sukaa.","Galaxy Garden, Pisang Goreng"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Antapani,Kafe,4.2
simon71,Mie Bandung Kejaksaan 1964,"Mampir ke Mie Bandung Kejaksaan 1964 nih guys, karena selalu penasaran juga tiap hari pulang kerja lewat dan melihat MBK 1964.Yang aku pesan :- Yamien Ayam Rica -> aku pesan yang jenis asin nya, dan emang ternyata rasanya enak guys mulai dari ayam rica yang pedesnya nampol, tekstur mie nya tu yang halus lembut tapi gak putus, ditambah sayuran segar + kuah nya yang cukup ngaldu rasanya.- Nasi Goreng Cuplis -> isian nasgor dengan topping ayam, telur dadar, dan pastinya irisan otak2 batagor cuplis. Overall enak rasany walau batagornya masih rada tepung buat aku pribadi.Untuk Pelayanan Baik & Ambie nya Lumayan sih cukup banyak space buat makan di tempat.","Yamien Ayam Rica, Nasi Goreng Cuplis"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Gatot Subroto,Indonesia,3.8
simon71,Bagi Kopi,"Akhirnya aku mampir ke Bagi Kopi Bubat nih guys, ternyata tempatnya lumayan besar guys dan jenis cafe yang nuansa kaca + taman gitu dehh dengan dominiasi warna tetap sesuai tema utamanya warna biru.Aku pesan Ice Cappuccino No Sugar, dan untuk rasanya strong tapi gak begitu unik aftertaste nya, flat di bold and strong aja.Ambience nya aku sukaa sih, aku duduk di indoor area dapat no smoking area, free WiFi, full AC, dan alunan music.",Ice Cappuccino," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Buah Batu,Kafe,3.6
simon71,Tous Les Jours,"Tipikal roti keju yang jenis rasanya sedikit mirip pinggiran keju cheesy bites gitu, dan rasanya sih oke aja walau sekarang isian kejunya terlalu sedikit dibanding pas aku beli 5 tahun yang lalu.Overall rasa kejunya oke, tapi kurang banyak aja sih untuk harga yang cukup tinggi.",Roti Keju Bundar," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Gatot Subroto,Toko Roti dan Kue,3.6
simon71,Kampung Eurih,"Mampir ke Resto Sunda nih guys sepulang kerja buat makan malam, karena aku selalu lewat Jl. Laswi ngeliat RM Kampung Eurih ini jadi penasaran sihh.Yang aku pesan :Paket A (nasi, ayam bakar/goreng, tahu, tempe, sambal, lalapan, teh tawar)Untuk ayam nya aku pilih ayam bakar, dan memang ayam kampung sih kelihatan dari ukurannya besar dan gak amis juga. Suka sama bumbunya meresap banget asli !!!Untuk tahu tempe juga ukurannya besar dan gorengnya bagus gak belepotan minyak, serta sambal nya ada dua macam kaya sambal dadakan tomat merah, dan sambal tomat kecap. Keduanya juga udah jenis sambal sunda banget sih aku suka dan lalapannya juga fresh !!!Pelayanannya Baik & Ramah + Ambiencenya Lumayan Cozy dan Bersih.","Paket A nasi, ayam bakar/goreng, Tahu, Tempe, Sambal, Lalapan, Teh tawar"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Laswi,Indonesia,4.0
simon71,Fore Coffee,"Order Fore Coffee ke kantor guys, dan aku pilih nya Iced Aren Latte request Less Sugar. Secara rasa sih lumayan yah kopinya kerasa tapi masih agak kemanisan buat aku pribadi aftertaste nya.",Iced Aren Latte," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Dipatiukur,Kafe,3.8
simon71,Pura-Pura Ngopi,"Mampir ke Pura2 Ngopi nih guys, dan mencoba Ice Cappuccino nya. Untuk pembuatan kopinya emang masih sistem manual guys, tapi aftertaste kopi masih kerasa banget guys gak watery, serta paduan coffee dengan latte nya juga oke.Untuk pelayanan baik & ramah + Ambience nya Cozy sih mini estetik gitu 😊",Ice Cappuccino," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Buah Batu,Kafe,4.0
simon71,Kopi Kenangan,"Mampir ke Kopken Bubat lagi guys, dan kali ini aku pesan menu flash sale nya dari aplikasi yang Black Aren Coffee. Untuk kopinya aku request no sugar ya guys dan alhasil rasanya sih yaa ada pahit2 dari espresso dengan campuran latte nya. Cuman kali ini aku cobain ice nya itu normal dan ternyata jadi sedikit lebih hambar dibanding kalau less ice sih.Pelayanan Oke & Ambience nya Cozy (full AC, free WiFi, and music)",Black Aren Coffee No Sugar," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Buah Batu,Minuman,4.0
simon71,Raja Cafe,"Mampir lagi ke Raja Cafe guys, sekalian aku neduh dari hujan yang mendadak ini. Aku cobain kopi khas minang & makanannya juga.Yang aku pesan :- Soto Tangkar -> isiannya ada potongan ayam, kentang, tomat, dan bawang2an. overall rasanya lumayan enak si kuahnya gurih santan gitu.- Kopi Talua -> first time nyobain sih kopi hitam dicampur dengan telur bebek gitu, rasanya oke2 aja sih walau agak enek si aftertastenya.Pelayanan Lumayan & Ambience nya cozy sih sunyi gitu karena lagi sepi kebetulan juga.","Soto Tangkar, Kopi Talua"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Riau,Kafe,3.6
simon71,Grand Tasty Kitchen,"Nyobain makan di Hong Kong Restaurant nih guys, namanya Grand Tasty Kitchen. Untuk tempatnya sendiri sih Halal Food ya jadi semua bisa cobain buat makan disini.Yang aku pesan :- Siomay Dimsum -> suka sama isiannya, ada ayam cincang yang padat disertai potongan udang fresh yang utuh. Overall suka sama rasa siomay dimsumnya sih.- Fuyunghai -> aku suka isiannya itu ada potongan udang utuh, telur, dan campuran lainnya. Overall enak sih luarnya crunchy dan dalamnya tu padat juga. Untuk sauce nya ada kacang polong, jenis asam manis gitu.- Ayam Kung Pao -> isian ayamnya asli gak pelit, potongan ayam nya banyak dan empuk juga, ditambah sauce kung pao nya juga enak manis gurihnya. Untuk kacang mentenya menurut aku masih bisa dibuat sedikit lebih crunchy lagi sih biar nambah tekstur.- Oolong Tea -> rasanya oke aja sih, bisa refill dan harganya terjangkau murah untuk chinese tea. (lupa di foto)Pelayanannya Oke walau agak susah buat dipanggil seperti kekurangan karyawan gitu, dan ambience nya standar indoor tempat makan gitu aja sih.","Siomay Dimsum, Fuyunghai, Ayam Kung Pao, Oolong Tea"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Gatot Subroto,China,3.6
simon71,Sucre Patissier and Chocolatier,"Mampir ke Sucre Lengkong guyss, dan kali ini nyobain Croissant dan Coklatnya guys.Yang aku pesan :Almond Croissant -> tekstur croissant cukup padat dan aftertastenya enak walau sedikit kurang crunchy sih, dan untuk rasa almondnya lumayan enak.Pistachio Croissant -> tekstur croissantnya enak! cruchnynya dapet dan isi pistachio+ chocolatenya juga pas nakarnya.Hot Chocolate -> rasa minuman coklat pada umumnya sih, masih bisa dinikmati apalagi sedang hujan2 gini cocok banget.Pelayanan Sangat Baik & Ramah // Ambience nya so far so good buat nyantei2 di cafenya ✨","Almond Croissant & Pistachio Croissant, Hot Chocolate, Chocolate Chiffon"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Lengkong,Toko Kue,4.0
simon71,BAR Coffee & Tea,"Weekend kali ini ditutup dengsn ngopi di Pujasera Gatsu nih guys, namanya Bar Coffee & Tea. Yapss sesuai nama kedainya, untuk desain ruangan emang langsung disajikan bar yang cukup besar dengan pajangan2 beans manual brew & house blend beans.Aku pesan secangkir Cappuccino, dan secara rasa hint espresso masih terasa dengan campuran latte + foam latte yang rapih juga secara presentasi dalam suatu cangkir hitam elegan.Pelayanan Baik & Ambience mengikuti Pujasera Gatsu aja sih.",Cappuccino," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Gatot Subroto,Minuman,3.6
simon71,Kopitiam 198,"Mampir ke Kopitiam baru di Cihapit guys namanya Kopitiam 198. Untuk tempat dari luar emang unik seperti perkopitiaman, namun memang ketika masuk di dalam karena lagi rame juga jadi cukup panas ya udaranya.Yaps aku pesan :- Siomay Dimsum -> isian dimsum cukup daging ya gak tepung doang, namun menurut aku pribadi masih agak hambar dan terlalu kering masak dimsumnya.- Roti Kaya Keju -> tekstur roti pas guyss crunchy gitu, dan untuk topping srikayanya so so aja ditambah sedikit parutan keju.- Kopi Susu -> aku request less sugar, rasanya lebih dominan kopinya, aku suka walau agak sedikit watery buat aku pribadi.Pelayanan Baik & Ambience So So Aja","Siomay Dimsum, Roti Kaya Keju, Kopi Susu"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Riau,Kafe,3.4
simon71,Jack Howard Dining,"Makan malam kali ini aku mampir lagi ke Jack Howard guys, dan nyobain Pasta & Milk Tea nya.Yang aku pesan :Chicken Cacio E Pepe -> jenis pasta dengan sauce creamy gurih gitu yang condimentnya itu terdiri dari potongan grilled chicken, cheese, and creamy sauce. Aku pilih jenis pasta fettuccine dan tekstur masaknya aku sukaaa guys gak over / under cook serta grilled chicken nya juga gak hambar.Jelly Milk Tea -> sejenis teh susu gitu dengan campuran jelly. Yaps lumayan menyenangkan rasanya untuk dinikmati.Pelayanan Baik & Ramah + Ambience nya Cozy Banget 😇","Chicken Cacio E Pepe, Jelly Milk Tea"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Mekar Wangi,Barat,4.4
simon71,Puyo Silky Desserts,"Nyobain puding munyel2 varian silky matcha dari Puyo guys, overall tekstur pudingnya suka banget karena kenyel2 lembut pas dimakan, dan aftertaste matchanya juga enakk ! Gacuman yang manis doang tapi ada pahit2 dari matchanya gitu.",Silky Matcha," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Gatot Subroto,Puding,4.0
simon71,Starbucks,"Nyobain sbux varian White Berry Macchiato, dan aku suka sama rasanyaa guysss ada hint berry gitu dari krimnya, serta rasa dari paduan coffee & latte nya juga terasa banget ! Aku request less sweet jadinya aftertastenya juga gak giung kemanisan.Pelayanan Baik + Ramah // Ambience nya Cozy ❤️",White Berry Macchiato," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Buah Batu,Kafe,4.2
simon71,Palari,"Mampir lagi ke Palari dan nyobain Hot Cappuccino nya nih. Untuk secangkir cappuccino ini rasa kopinya intense, beans nya oke dan gak ketutupan sama latte aftertaste espressonya. Menariknya lagi cappuccino nya dihidangkan bersama potongan biskuit biscoff gitu yang menambah citarasa ngopi ku.Pelayanan Baik & Ramah + Ambience nya kali ini nyobain indoor area dan cozy banget sih desain tempatnya baik + alunan musicnya masuk dengan konsep cafe, serta ada free WiFi pastinya.",Cappuccino," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Gatot Subroto,Kafe,4.4
simon71,Tsukamie Noodle Bar,"Kali ini mampir ke Depot nya Tsuka Mie langsung nih guys, dan kali ini nyobain varian La Mian.Yaps untuk seporsi La Mian isiannya itu ada mie, irisan daging sapi, serta pelengkap bawang2annya. Overall rasanya enak hint utamanya lebih ke pedas gurih & dilengkapi dengan rasa manis dari si daging sapinya. Menurut aku udah oke secara rasa, cuman kalo bisa dagingnya sedikit lebih ditambahin aja sih karena masih terlalu sedikit aja gitu.Pelayanan Oke & Ambience nya mending di outdoornya karena lebih adem & terang, serta lebih kerasa vibes noodle barnya juga.",La Mian," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Dipatiukur,Jepang,3.6
simon71,Kopi Toko Tua,"Nyobain ngopi di Kopi Toko Kua, dan aku order yang versi less sugar nya hehe. Yapss secara rasa sukaaa ! Si kopinya kerasa hint nya dan diracik dengan susu, krimer, dan gula yang overall rasanya balance semua diantara ketiganya sih, so far so good !!! ❤️",Kopi Toko Tua," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Braga,Minuman,4.0
simon71,Kopi Konnichiwa,"Mampir ke Konnichiwa Latte mumpung lagi ke Paskal 23 nih guys, dan aku pesan Konnichiwa Latte & Godzilla Latte.Konnichiwa Latte -> jenis kopi susu gula aren dengan arabica beans, overall rasanya enak sih dan aku request sugarnya 5ML aja.Aftertaste nya aku suka sih dan ada sedikit hint creamy nya juga guys, mungkin ada tambahan krimer juga.Godzilla Latte -> mirip kaya kopi susu aren, tapi ada hint rasa manis / typical charcoal nya gitu guys.Pelayanannya So So Aja & Ambience nya Cozy sih, aku suka karena bisa selonjoran kakinya gitu model tempat makan lesehan jepang.","konnichiwa latte, godzilla latte"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Pasir Kaliki,Kafe,4.2
simon71,Meitian Kopitiam,"Mampir ke Metitian Kopitiam guys buat makan siang dan aku cobain menu andalan dia :- Babi Kecap -> secara rasa emang enak banget manis gurih si daging dan kuah nya, karena dimasak sampai 10 jam.- Siomay Dimsum -> rasa siomaynya enak guys daging banget dan chili oil nya juga nendang banget.Pelayanan So So Aja & Ambience nya lebih cozy lt 2 karena full AC","Babi kecap, Siomay Dimsum"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Pasir Kaliki,China,3.4
simon71,Sucre Patissier and Chocolatier,"Nyobain chiffons cake sucre lagi guys, dan kali ini yang variant cheese aja gitu, overall rasanya masih enak ! Tekstur chiffons fluffy gitu dengan topping potongan keju kecil2 & taburan gula putih bubuk halus diatasnya. Next pasti bakal coba variant lain lagi 😍",Chiffons Cake Cheese," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Lengkong,Toko Kue,3.8
simon71,Soto Mie Pak Kadir,"Makan siang di Paskal - 23 guys dan aku beli Soto Mie Special nya lagi nih guys mumpung ada kuponnya juga.Yaps secara rasa enak + gurih, dan semua tekstur condimentnya juga lebih empuk dari cabang Buah Batu, cuman yang bedain kalau di sini soto mie specialnya gak ada kikil karena mengikuti permintaan orang2 sekitar sini sih.Pelayanan Oke & Ambience Boleh Lah Yaa.",Soto Mie Bogor Special," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Wastukencana,Indonesia,3.8
simon71,Tizi's Cakeshop & Resto,"As always kalau mampir ke Tizi ordernya pasti Tenderloin Steak sih karena sauce BBQ mereka yang unik gitu cocok sama seleraku, typical yang manis gurih gitu + kematangan daging tadi aku request medium dan kali ini berhasil !!! Teksturnya lembut dan bumbunya meresap, serta kentangnya aku request yang baked potato.Untuk Hot Cappuccino nya oke, jenis espresso yang emang dominan di bold aja tanpa aftertaste unik lainnya, serta ukuran cangkirnya besar.Pelayanan Baik & Ambience nya Cozy sih, aku duduk yang bisa menghadap ke taman langsung.","tenderloin steak, Hot Cappuccino"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Dago Atas,Barat,4.0
simon71,V Love Coffee,"Mampir ke V-LOVE COFFEE lagi guys, dan kali ini aku nyobain manual brew V60 method nya. Untuk beans nya itu pake Arabica dari Semarang aku lupa persisnya dari gunung mana, tapi rasanya enak ! Aftertaste nya keluar citarasanya dan gak too watery.Pelayanannya Baik & Ramah + Ambiencenya Standar Kedai Kopi Kecil Gitu Sih.",v60," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Marta Negara,Minuman,4.2
simon71,Don't Tell Mama,"Makan malam di Don't Tell Mama nih guys, dan kali ini aku cobain mocktail & beberapa makanannya.Yang aku pesan :- Fresh Apple Family -> campuran dari jus nanas, sirup apel hijau, lemon, dan lainnya. Alhasil rasanya asam fresh banget !- Gyudon Saikoro Cube -> condimentnya ada daging saikoro manis dengan scrambled egg + salad. Dagingnya juicy banget dan gurih serta campurannya dengan telur & salad enak + cocok.- Steam Dory Dabu Dabu -> condimentnya ada ikan dori kukus dengan sambal dabu + tofu goreng. Ikannya fresh & Sambelnya juga enakk seger gitu.Pelayanannya Bagus & Ambience nya Clean + Cozy Banget, alunan musicnya oke serta WiFi nya bagus juga.","Fresh Apple Family, Gyudon Saikoro Cube, Steam Dory Dabu - Dabu"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Burangrang,Barat,4.6
simon71,Warung Wardani,"Mumpung lagi main ke TSM, penasaran nih sama 1 tempat makan khas Bali gitu, dan aku cobain menu Nasi Campur 4 Topping nya.Yaps untuk Nasi Campur 4 Topping isiannya ada :- Sate Lilit -> enak banget sihh, aku suka karena dominan daging dibanding kelapa2an nya. Teksturnya juga juicy gurih gitu.- Sate Sapi -> ini juga enak, jenis sate sapi manis gurih gitu.- Ayam Suwir -> porsi ayam cukup banyak dan ada bumbu pedas balinya, oke aja sih.- Sayur Kalasan Wardani & Sayur Nangka + Telur Rebus -> sayurannya juga oke seger2 hangat gitu cocok jadi pelengkap.- Nasi Putih -> porsiannya terlalu sedikit // Sambal Bali -> enak dan cukup pedas sih ini, yang gakuat pedas kayanya kurang cocok.- Teh Sereh -> standar aja, kaya teh tawar dicelupin batang sereh.Pelayanan So So aja sih, dari penguasaan ilmu oke tapi susah dicari aja sih kalau butuh apa - apa susah & Ambience nya Cozy2 aja sih.","Nasi Campur 4 Topping, teh sereh"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Gatot Subroto,Indonesia,3.6
simon71,Dapur Solo,"Mampir ke Dapur Solo TSM ni guys, dan nyobain makanan Jawa khas Solo nih, aku pesan :- Nasi Langgi -> nasi kuning dengan topping ayam goreng, empal, kentang sambal,  dan sambal khas solo. Rasanya enak terutama si empalnya itu manis gurih.- Nasi Gudeg -> rasanya enak si krecek, nangka, dll ... Cuman si ayamnya lebih baik jenis opor sih, dan dia juga kurang tahu opor.- Kopi Rempah -> campuran americano dengan jahe rempah. Overall rasanya lumayan enak sih.Pelayanannya Bagus & Ambience nya Cozy dan Bersih","Nasi Langgi, Nasi Gudeg"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Gatot Subroto,Indonesia,4.0
