user,restoran,text,pesanan,harga,lokasi,kategori,rating
Novita,Paragraph Coffee & Eatery,"Datang di panasnya siang bolong jadi pilih nongki di indoor area yang lebih adem, semi outdoor dan outdoor area lebih asik buat nongki-nongki sore.Kali ini nyobain yang Chicken Parmigiana (55K), porsiannya ada spaghetti yang al dente pas, salad yang fresh dan chicken dengan topping mozzarella, lumayan gendut dan dominan daging, teskturnya juga empuk dan gampang di potong, suka banget sama balutan kulitnya yang garing jadi crunchy-nya ada banget, rasanya pun gurih berasa.Dessert pilih Cheese Cake Chocolate Belgium (28K), ini platingnya kece, tapi g se-mouth watering kaya di contoh display dengan saucenya yang melimpah, topping sauce-nya ada tapi g menyeluruh, untuk tekstur cheese cakenya sendiri super lembut, rasa manisnya juga ringan, manisnya chocolate belgium ada di sauce-nya yang lekoh.Minuman rekomendasi yang mocktail ada Yeast Helvetica (35K), tampilannya coklat bening gitu kaya teh, perpaduan soda, racikan apple dan cream cheese, hint rasa apple-nya berasa, ada hint rasa rempahnya juga jadi ada sensasi anget di tenggorokan, seger dan lebih aromatic.","chicken parmigiana, Yeast Helvetica, Cheese Cake Chocolate Belgium"," Rp. 100.000 - Rp. 200.000


",Riau,Kafe,4.0
Novita,Third Space,"Dateng lagi manfaatin kupon Perkul, kali ini nyoba menu-menu baru mereka. Ada TS Breakfast Salad (19K), terdiri dari kubis hijau, kubis ungu, alpukat, tomat cherry, sausage dan soft boiled egg, porsinya g banyak tapi cukup lah buat starter, sayur-sayurnya juga fresh, lengkap dengan dressing-nya yang seger.Di mie-miean ada Mie Kuah Mala (18K), yang ini porsi mie-nya lumayan banyak dan lembut juga, untuk rasa lebih ke rasa mie instan si kuahnya, hint pedasnya ada tapi g begitu berasa rasa malanya. Malah lebih nyantol di Yamien Mala (17K), citarasa malanya lebih ngena, pedas khasnya juga lebih dapet.Sushi-nya pilih yang Spicy Tuna Roll (14K), terdiri dari 4 roll sushi dengan topping spicy tuna, platingnya lengkap dengan sauce mayo, goma dan crunchy agedama, porsinya mungil tapi padet, isian dan toppingnya juga g pelit, gurih dan creamy berasa.Minuman keluaran terbaru ada KitKat Cream Cheese (24K), ini lebih manis dari yang versi milo, ada topping choco chips dan serpihan kitkatnya juga di bagian bawah, jadi ada sensasi rasa crunchy-nya, gula aren dipinggirannya pun menambah rasa manis chocolatenya lebih legit.","Mie Kuah Mala, TS Breakfast Salad, Yamien mala, KitKat Cream Cheese, Spicy Tuna Roll"," Rp. 50.000 - Rp. 100.000


",Ahmad Yani,Kafe,4.0
Novita,Onoki Mentai,"Posisinya di dalam Kita Space, collaborative space gitu si jadi ada beberapa tenants lainnya. Tempatnya sendiri g begitu luas, tapi ambience-nya adem buat nongki-nongki, ada beberapa spot juga yang bisa dipilih.Yang pedas-pedas nyobain yang Spicy Salmon (45K) dan Spicy Beef (45K),  porsiannya lumayan padet, ada nasi uduk yang di campur nori, daging dan sauce mentai, teksturnya beneran creamy banget, aroma smokey-nya ada, gurih rasanya juga berasa dan ngeblend banget, dari beef dan salmonnya pun lumayan tebal dan juicy, dengan hint pedas yang ngena pas.Kalau yang g pedas pilih Original Katsu (35K), ini pun porsian katsunya g pelit, tebel gede dan dominan daging, di masak fresh juga jadi masih panas, empuk dan gurih kriuknya ada banget, worth to try!","Spicy Salmon, spicy beef, Original katsu"," Rp. 50.000 - Rp. 100.000


",Sukajadi,Jepang,4.2
Novita,Tatsu Ramen & Izakaya,"Dateng pas ujan lagi gede-gedenya jadi cocok banget nyantep yang kuah-kuah.Pilih nyoba menu barunya yang Chicken Laksa Ramen (59K), perpaduan paitan soup dengan tambahan santan dan rempah-rempah khas laksa, porsiannya lumayan jumbo dan lengkap dengan topping nori, tamago dan chicken yang empuk, untuk kuahnya sendiri kaya rempah dengan pedas yang berasa, seger!Dry ramen juga pilih menu baru yang Chilli Oil Ramen (35K), pakai homemade chilli oil dengan topping chicken chashu dan telor, minyak cabainya g yang lekoh banget jadi rasa pedasnya lebih ringan, rasanya ngeblend dan gurih berasa, tekstur mie-nya juga lembut pas.Cemilan ada Chicken Gyoza (35K) yang terdiri dari 5 groza isian daging cincang, sayur dan bumbu, empuk dan gurih. penyajiannya pun lengkap dengan dipping sauce yang menambah rasa. Untuk Gyoza Skin (15K) ada topping bumbuk cabai, teksturnya tipis garing jadi beneran kriuk banget, salty rasanya juga ngena jadi bikin nagih.Minuman Ocha Panas (12K) bisa di refill sepuasnya, bisa di switch juga dengan yang dingin.","Chilli Oil Ramen, Chicken Laksa Ramen, gyoza skin, chicken gyoza, ocha panas"," Rp. 100.000 - Rp. 200.000


",Riau,Jepang,4.0
Novita,Rahang Tuna Manado 37,"Menggugah selera banget dengan aroma grill-annya yang ngebul jadi tertarik nyoba, tersedia 3 macam sambal ada dabu-dabu, rica-rica dan sambal matah.Nyoba rekomendasi mereka yang Rahang Tuna Sambal Matah (55K), porsiannya beneran jumbo, tulangnya besar tapi dagingnya juga banyak, empuk dan juicy banget teksturnya, sama sekali g bau amis, sambal matahnya pun ngena jadi maknyus berasa.",Rahang Tuna Sambal Matah," < Rp. 50.000


",Riau,Indonesia,4.0
Novita,Ayam Tumpah Bawang,"Pilih nyobain rekomendasi mereka yang Ayam Tumpah Bawang (35K), dari tampilan dan aromanya menggoda selera banget, porsiannya juga g pelit, ada nasi, chicken katsu, bawang merah dan cabe keriting, ayamnya empuk dan super crunchy, kriuk dan gurihnya dapet banget, tumisan bawang dan cabainya pun melimpah dan menambah citarasa lebih yummy.",Ayam Tumpah Bawang," < Rp. 50.000


",Sudirman,Indonesia,3.8
Novita,We The Fork,"Tergoda dengan smoked beef-nya jadi pilih nyobain Smoked Brisket 100gr (25K)-nya yang menggugah selera, porsiannya dipaduin dengan mac & cheese yang creamy, tekstur shortplate-nya lumayan tebal, rasanya juga juicy banget, empuk dan citarasa gurihnya-nya ngena.Detroit Pizza Papperoni (20K) fresh from the oven jadi masih anget, versi mini gitu jadi toppingnya pun menyesuaikan, teksturnya lembut dan smoky, lebih tebal di roti tapi g yang bikin eneg juga, keju mozarella-nya lumayan banyak jadi rasa chessy-nya pun berasa.","Detroit Pizza Papperoni, Smoked Brisket 100gr"," Rp. 50.000 - Rp. 100.000


","[ Braga, Toko Roti,Kafe ]",,4.0
Novita,Cane & Co,"Minuman favo kalo di bazzar atau festival, karena seseger itu dan cocok juga di cuaca siang bolong yang panas, kali ini pilih nyoba yang Pure Sugarcane (25K), jadi g ada tambahan rasa lain selain manis aslina tebu, gulanya ada tapi less sugar jadi lebih berasa juga manis perasannya.",Pure Sugarcane," < Rp. 50.000


",Riau,Minuman,3.8
Novita,Teh Poci 88,"Buat temen ngemil-ngemil nyobain Teh Poci-nya yang legend, dari rasanya emang rumahan banget si, jenis racikan teh yang aromanya khas, manis gulanya juga pas dan g kemanisan.",Teh Poci," < Rp. 50.000


",Sukajadi,Minuman,3.8
Novita,Hoy Tom,"Icip-icp street food-nya Thailand, ada Oyster Omelette (35K) dengan live cooking-nya yang menarik untuk diliat, ini perpaduan omelette dengan topping seafood pilihan, ada oyster, udang atau cumi, tampilannya kaya martabak telor yang pasti, tapi teksturnya lebih tipis jadi crunchy-nya ada banget, gurih citarasanya juga ngena pas.",Oyster Omelette," < Rp. 50.000


",[ Sudirman ],,3.8
Novita,Taman Kopie,"Posisinya g jauh dari TSM, jejeran penjual tanaman deket indomart. Tempatnya sendiri juga menyatu dengan tanaman yang dijual jadi penuh tanaman hijau, ambience-nya adem dan asik juga buat nongki-nongki.Nyoba cemilan Sausage & French Fries (32K)-nya yang disajikan lengkap dengan dipping sauce, teksturnya empuk dan crunchy, rasa salty bumbunya juga pas banget. Minuman Wedang Uwuhnya lagi g available jadi nyoba Wedang Telang (15K), warnanya ungu sesuai nama, perpaduan bunga telang, sereh, cengkeh, etc.. anget banget di badan, cocok di cuaca bandung yang lagi di guyur ujan, citarasa dan aroma rempahnya juga berasa dan ngena, gulanya sendiri dipisah jadi bisa disesuaikan selera.Dari Jus Jambu (15K) pun manisnya pas, jenis jambu biji yang warnanya merah jadi tampilannya kaya strawberry lebih berawarna, rasa khas buahnya juga seger dan fresh.","Wedang Telang, Sausage & French Fries, Jus jambu"," < Rp. 50.000


",Gatot Subroto,Kafe,4.2
Novita,Khantako,"Tertarik nyoba Takoyaki (25K) yang porsiannya lumayan gede-gede, terdiri dari 10 biji yang tebel dan isiannya g pelit, penyajiannya pun fresh jadi masih panas, lengkap dengan topping katsuobushi dan sauce-nya yang menambah rasa, teksturnya sendiri empuk nan lembut, rasanya gurih dan asin juga pas banget.",Takoyaki," < Rp. 50.000


",Kopo,Jepang,3.8
Novita,Teabumi,"Dateng pas weekday tapi lumayan rame, ambiece-nya adem si dan homey juga dengan vibes oldies-nya, jadi bikin betah buat nongki-nongki.Pilih nyobain yang Tom Yam Pasta (42.8K), platingnya cantik dan menggugah selera dengan aromanya yang semerbak, tekstur spaghetti-nya sendiri al dente pas, ada udang dan basil juga dengan tom yam paste yang gurih dan lekoh rasanya berasa.Dari Tom Yam Soup (35.2K) pilih yang bihun, rasa khas tom yam-nya juga nyantol, asam pedasnya seger dan ngena banget, citarasa gurih rempahnya berasa, isiannya juga lumayan banyak, selain bihun, ada udang, jamur, bakso ikan, tahu ikan, salmon ball, pakcoy dan tomat, semuanya fresh dan empuk-empuk.Minumnya pilih mixology tea yang Embun Pagi (28.5K), ini perpaduan green tea, honey, lime, mint dan kulit jeruk, rasanya balance pas, asem, manis dan seger jadi satu, aromatik dan nagih banget.","Tom yam soup, Embun pagi, Tom Yam Pasta"," Rp. 50.000 - Rp. 100.000


",Pajajaran,Kafe,4.0
Novita,Bebeke Om Aris,"Posisinya sebelah Delchi Pattiseries, g jauh dari Morning Glory. Tempatnya kedai gitu tapi lumayan luas juga, ada beberapa spot yang bisa di pilih, interiornya sendiri lebih gelap tapi bersih dan nyaman buat bersantap ria.Kali ini pilih dine in nyoba Paket Bebek Geprek Dada (37K), porsiannya beneran jumbo banget, udah termasuk es teh manis dan nasi yang pulen, topping kremes lumayan banyak dan crunchy banget, dari bebeknya juga ukurannya gede dan dominan daging, rasanya pun gurih berasa dengan pedas sambalnya yang nendang banget.Tambahan Kol Goreng (3K) juga porsinya lumayan banyak, kriuk dengan hint manisnya menambah rasa.","Paket Bebek Geprek Dada, kol goreng"," < Rp. 50.000


",Antapani,Indonesia,3.8
Novita,Sloow,"Posisinya menempati salah satu bangunan belanda, dari banyaknya bangunan oldies di Gudang Utara, di pinggir jalan dekat Aula Satata Sariksa jadi gampang di akses. Tempatnya sendiri ada indoor dan outdoor area, lumayan luas dan cozy buat nongki-nongki, ada split-level room juga yang asik buat nugas atau wfh.Pilih nyobain rekomendasi mocktail mereka yang Marry Mocktail (35K), ini perpaduan lemon dan rosemary jadi aromanya smooth, warnanya pun cantik, hijau ngejreng dengan garnish dried lemon slice, untuk rasanya sendiri seger berasa, manisnya juga lebih ringan, perpaduan asem segernya lemon dan hint rasa tajamnya rosemary-nya ngena pas.","Paket Bebek Geprek Dada, kol goreng"," < Rp. 50.000


",Ahmad Yani,Kafe,4.0
Novita,Kedai Nyonya Rumah,"Mampir buat kumpul keluarga, ambince-nya yang adem emang cocok banget si buat ngumpul-ngumpul, tempatnya juga lumayan luas dan banyak spot yang bisa di pilih, dari pelayanannya pun gercep dan ramah-ramah.Pilih nyoba yang Balinese Spicy Chicken (50K), ada butter rice yang buttery, veggies yang fresh dan chicken yang empuk dengan topping sambal matah yang melimpah, rasa khas matahnya ada walau g terlalu spicy, kecampur juga sama sauce-nya salad jadi ada hint rasa manis asam yang seger, nagih!Nasi Rawon Sapi (65K) langsung di hotpot jadi panasnya awet, lengkap dengan perkedel, telur setengah matang, kerupuk udang, kecambah dan sambal, daging sapinya juga empuk banget dan g alot, citarasa khas rawonnya pun ngena pas.Nasi Ikan Bakar Jimbaran (70K) sendiri disajiin fillet tanpa duri, jadi gampang di santap tanpa repot. Nasi Bakar Komplit (55K) dan Nasi Cumi Cabai Ijo (50K)-nya juga berasa banget tiap rasanya, lekoh rasanya maknyus.Minumnya pilih Klepon (30K) yang tampilannya mouth watering banget dengan whipped cream yang menjulang tinggi, keseluruhan rasanya pun lebih creamy, tapi dengan aroma dan rasa klepon yang juga masih berasa. Es Cincau Degan (30K), Strawberry Milkshake (35K) dan Mango Juice (30K) juga seger-seger","Nasi Rawon Sapi, Nasi ikan bakar jimbaran, Nasi Bakar Komplit dan Nasi Cumi Cabai Ijo, balinese spicy chicken, Klepon"," > Rp. 200.000



Makasih Infonya!

Kamu belum login,","[ Naripan, Indonesia,Barat ]",,4.2
Novita,Dough Deli,"Balik buat manfaatin kupon perkul, nyoba menu lain juga yang belum di coba. Tempatnya sendiri kecil tapi cozy buat nongki, ambience-nya juga adem dan bikin betah.Kali ini pilih nyobain yang Apple Crumble (45K), disajiin di mangkok dan masih panas, aroma dan rasa cinnamonnya berasa banget, tekstur apple-nya juga lembut pas, g terlalu mushy dan g terlalu crunchy, bread crumb-nya pun empuk dan g bikin eneg, lengkap juga dengan vanilla ice cream yang menambah sensasi dingin dan rasa manis vanilla.Milk Pannacotta (32K) porsiannya terbilang mungil, teksturnya sendiri super lembut dan adem banget di tenggorokan, sekali suap berasa banget lembutnya, sayang di honey sauce-nya aja si, manisnya terlalu lekoh untuk seleraku.Minuman pilih rekomendasi mocktail yang Ananas Colada (35K), perpaduan lemon dan coconut, rasa keduanya balance pas, g dominan di satu rasa, manis dan teksturnya juga lebih ringan.","Milk Pannacotta, Apple Crumble, Ananas Colada"," Rp. 50.000 - Rp. 100.000


",Riau,Donat,4.0
Novita,150 Coffee and Garden,"Posisinya di sebelah Sopo Sulaksana, g jauh dari Kampus ARS. Tempatnya menempati ex gedung pabrik jadi luas banget, ada gathering juga di gedung depan jadi rame penuh. Untuk cafe sendiri ada di bagian belakang, vibes-nya kaya pendopo gitu rumah-rumah jawa, ambience-nya adem buat nongki, banyak spot outdoor-nya juga yang bisa di pilih.Karena udah makan berat jadi nyoba snack yang Beef Quesadillas (40K), terdiri dari 4 potong quesadillas isian ground meats, veggies, cheese dan sauce, rasanya juicy banget si, creamy khas-nya berasa dan melted banget sampi tumpah-tumpah, disajiin panas juga jadi gurih kulit tortillanya masih berasa.Dessert Seasalt Choco Churros (32K) plating-nya kece dengan cream dan potongan strawberry, topping seasalt-nya pas, dipping chocolate sauce-nya juga lekoh, dough pastry-nya sendiri teksturnya empuk dan gurih, lembut di dalam dan garing di luar, lumayan gede juga jadi ngenyangin.Minumnya nyoba mockail yang Galaxy Garden (35K), perpaduan lemon dan bunga talang, gradasi warnanya cantik sesuai namanya, untuk rasa sendiri manisnya pas, asem segernya juga berasa banget, sendasi menggigit sodanya pun g lebay jadi cocok di lidah.Dapet free Vanilla Ice Cream juga karena minumannya telat dateng, that was a very nice gesture indeed.","Seasalt Choco Churros, beef quesadillas, Galaxy Garden, vanilla ice cream"," Rp. 50.000 - Rp. 100.000


",Antapani,Kafe,4.2
Novita,Delchi Patisserie,"Dateng lagi ada perbaikan jadi lumayan banyak pekerja di area semi outdoor-nya, indoor-nya sendiri kecil tapi ambience-nya adem dan cozy juga buat nongki-nongki.Kali ini pilih yang Slice Mille Crepes Nutella (40K), tampilannya mouth watering dengan lapisan crepes dan cream-nya yang cantik, untuk rasa sendiri manisnya pas dan g bikin eneg, teksturnya juga lembut, legitnya nutella lebih berasa di toppingannya karena ada tambahan chocolate-nya juga.Kalau dari Slice Strawberrt Frozen Cheesecake (32K) suka banget sama teksturnya yang super lembut, manisnya juga ringan dan berasa hint rasa kejunya, kurang cocok di sauce-nya aja si (dasarnya kurang suka jam berry2-an), moga diadain mango atau pineapple jam deh yang savory, karena cheesecake-nya beneran suka.Roll Cake-nya nyoba yang Double Chocolate (25K), teksturnya empuk dan fluffy, manisnya pun ringan dengan tambahan whipped cream-nya yang creamy.","Slice Mille Crepes Nutella, Double Chocolate Roll, Slice Strawberrt Frozen Cheesecake"," Rp. 50.000 - Rp. 100.000


",Antapani,Toko Kue,4.0
Novita,Kopi Konnichiwa,"Masih di tempat yang sama, kali ini menyatu dengan Taztyliciouz. Ada lantai 2 dengan beberapa area lesehan yang cozy, smoking area di semi outdoor-nya juga asik buat nongki.Pilih nyobain rekomendasi non coffee mereka yang milk based, ada Kamo Latte (34K) perpaduan antara fresh milk, brown sugar dan lotus biscoff, rasanya lebih milky yang pasti, tapi dengan manis brown sugar dan crunchy biscuit yang berasa, lumayan banyak juga topping-nya jadi gurih biscoff-nya ngena banget, must try!Dari yang refreshmen ada Sakura Lemonade (24K), ini perpaduan sakura syrup, lemon syrup dan yakult, sentuhan citarasa bunga sakura ada, asemnya lemon juga ada, tapi keseluruhan rasa lebih ke asamnya yakult, segar si, cocok buat panasnya siang bolong.","Sakura Lemonade, kamo latte"," < Rp. 50.000


",Pasir Kaliki,Kafe,4.0
Novita,Taztyliciouz,"Satu area yang sama dengan Konnichiwa, menempati ex-nya Croffle. Tempatnya sendiri ada semi outdoor dan lesehan di lantai 2, lantai 1 juga ada beberapa seating area, agak sempit tapi masih yang nyaman buat nongki-nongki.Karena di luar ujan jadi nyoba yang panas-panas, ada Lumpia Pisang Coklat (15K) dan Roti Bakar 3 Rasa (18K), disajiin fresh jadi masih panas, tekstur lumpianya juga crunchy banget, dengan isian chocolate yang melted, kalau roti bakar pilih isian chocolate, keju dan susu, lebih ke coklat semua si rasanya, keju dan susunya kurang berasa.Dari yang savory pilih Martabak Mini (20K), ini juga super crunchy, kriuk gurihnya dapet banget, isiannya pun lumayan padet, rasa telor dan daun bawangnya berasa, disajiin juga dengan sauce tomat jadi menambah rasa.","Lumpia Pisang Coklat, roti bakar 3 rasa, Martabak Mini"," < Rp. 50.000


","[ Pasir Kaliki, Barat,Indonesia ]",,4.0
