user,restoran,text,pesanan,harga,lokasi,kategori,rating
whidiea_wede,Myeong Gal Korean BBQ,"Nemu resto Korea nih di daerah Buah batu. Cukup luas dan nyaman. Apalagi musiknya Korea abiss deh. Oh yaa resto ini juga sudah ada lho di D botanica Mall yang soft openingnya tgl 8 Agustus dan grand openingnya tgl 14 Agustus 2023. Untuk yang di Mall D Bitanica menunya all you can eat ya..Aku pesen : Barbeque grill chicken and beefDak gui, dak galbi, cha dol bagi,woo sam gyub, yang nyum gui, wagyu cube (go chu jang dan garlic) Daging dan ayamnya semuanya enak2, empukSoup and finger food nya juga beragam dan enak2. Ada jeon, kimchi jigae, ttokbokki, japche, fries, odeng kkochi tang, yang nyum chickenRice and noodle nya juga beragam ada white rice, jumukbab, kimchi jumukbab&bokkumbab dan jajang myeon Untuk minumnya kita coba ocha iceOverall semua makanan disini enak2 dan banyak pilihan banget.",Jamocca Almond," < Rp. 50.000


",Buah Batu,Korea,4.0
whidiea_wede,Fuego Roasthouse,"Jujurly baru pertama kali kesini. Padahal sering lewat tapi baru skrg bs ngerasain experience makan disini. Tempatnya ada indoor dan outdoor. Super nyaman. Untuk makanan yang ak pesan:Peri peri ribsIganya empuk dan bumbunya meresap. Porsinya banyak. Mashpotato nya enakk dan gurihHalf chicken Porsinya walau setengah ekor tapi gede banget dan bisa buat 2-3 orang sih. Dagingnya empuk enakk banget. Ditambah ada 2 saos chimicurry dan fuego dust rosemaryButter riceGurih, enakk dan ga oilyChicken fried riceBumbu nasinya kaya banget, enak ditambah dengan 2 potongan ayam kecil yang bikin nikmat. Porsinya jg ngenyanginMac and cheesePorsinya banyak, tampilannya cantik. Sayang kurang creamySpagetty aglio olio chickenEnakk, bread nya juga enak. Sedikit oily IllutionistMocktail nya the best sih, seger dan enakDessert :Bnb pudding dan french toastDua2nya ada ice cream nya. Ga terlalu manis. Untuk toast nya crunchy. Dua2nya ada strawberry jam yang homemade, enakkk bangett",Jamocca Almond," < Rp. 50.000


",Banda,Barat,4.2
whidiea_wede,Jenderal Kopi Nusantara Buwas,"Cafenya bikin betah dan arsitekture nya mewah. Lengkap ada indoor dan outdoor. Udh beberapa kali kesini dan nyobain menu yang beragam.Menu yang aku pesen kali ini:Chicken rosemaryPorsinya banyak. Ayamnya empuk dan gedeBeef stroganoffFavorit sih ini. Beef nya lembut dan enakkIkan mahi mahi sambal matahIkannya ga amis, enakk dipadukan dgn sambal matahCreamy pastoPlattingnya cantik ijo2. Cuma rasanya agak kurang bumbuLava cake es telerPlattingnya cantik, lava cake nya enak dan manisnya pasMiracle juiceJuice wortel, cuma kurang berasa wortelnyaChicken quesadillasCemilan enak, crunchy",Jamocca Almond," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Riau,Kafe,4.0
whidiea_wede,Kedai Nyonya Rumah,Seneng banget bisa nyobain makanan disini. Semuanya enak2 dan ambiance nya cozy banget. Aku cobain:Nasi rawon buntutPorsinya banyak. Buntut rawonnya disajikan panas2 diatas tungku gitu. Teksture buntutnya lembutLinguinge brown marrowPasta nya creamy dan gurih ditambah dengan mozarella yang bikin tambah enakGalangal chicken thighDalam satu plate ada beberapa item makanan. Ada steak ayam dengan mashed potato yang lembut. Trus ada bola jamur yg dibalur dengan tepung. Enakk White choco berryLooks nya unik ditambah ada rambut nenek. Coklat nya ga giungPannekoekCrepes dengan es krim vanila. Enakk Tiramilava caleSerius seenak itu. Ga giung dan lembut,Jamocca Almond," < Rp. 50.000


","[ Naripan, Indonesia,Barat ]",,4.2
whidiea_wede,Roti Dingin,"Store pertama Roti Dingin di Antapani Bandung. Cuma ada beberapa kursi untuk menunggu pesanan. Bisa beli satuan atau per box isi 6.Teksturenya lembut, aku lebih suka makannya pas masih beku, jadi cream ice creamnya masih keras dan enak di makan dengan roti. Ada 6 pilihan rasa, oreo, original, matcha, red velvet, coklat dan caramel.Selain itu aku jg pesen thai tea dingin. Thai tea nya lekoh, manisnya pasAku juga cobain kopsu dingin. Ga terlalu manis, sedikit creamyAku juga cobain cookies nya. Coklatnya enak, manisnya pas dan renyah",Jamocca Almond," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Antapani,Toko Roti dan Kue,4.0
whidiea_wede,Everjoy Cafe & Coffee - Hotel Ivory,"Mampir lagi, tapi kali ini nyobain menu barunya. Aku pesen :Chicken katsu curry padangPorsinya gede, curry nya gurih dan katsunya padet ga kerasLarb gai pastaBumbunya light, porsinya banyakIce dolce latte dan hot cappucinoTipe kopi yang strong tapi masih aman di lambungAmbiance nya enakeun. Betah lama2 disini",Jamocca Almond," < Rp. 50.000


",Trunojoyo,Kafe,4.0
whidiea_wede,Point Coffee,Nyobain kopi saku nya dari Point Coffee. Ternyata seenak itu. Cuma 10rb plus es batu 3rb udh bs ngopi enak dan ramah di lambung,Jamocca Almond," < Rp. 50.000


",Ujung Berung,Kafe,4.0
whidiea_wede,Ikuyo Japanese Snack & Ice Cream,"Ikuyo lagi viral terkenal dengan mochi montblanc. Ini tu mochi yang dibikin spt ice cream. Menarik banget. Diatasnya ditaburi  Edible gold paper. Rasanya enakk, ditambah dengan cone nya yang wangi. Aku juga pesen takoyaki nya yang super enak, lembut dan gede-gede. Wajib coba sihAku jg nyobain Daifuku ice cream dan matcha latte ice cream nya. Manisnya pas, adonannya juga lembutAku juga pesen matcha tacos. Bentukannya gemoy. Ice cream nya lembut, saking lembutnya jadi cpt meleleh heheAku jg pesen mochi matcha. Kenyal2 dan macha nya berasa banget. Aku jg pesen Daifuku squash. Buat yang suka minuman seger, wajib coba, strawberry nya segerKlo kalian main ke Ciwalk, wajih coba kulineran Jepang Ikuyo ini yaa",Jamocca Almond," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Cihampelas,Jepang,3.8
whidiea_wede,Altero Bistronomie,"Sering lewat jalan Cipaganti dan penasaran dengan resto yang satu ini. Akhirnya bisa masuk dan merasakan pengalaman dan makanan yang ditawarkan disini. Semua stafnya ramah dan detail menjelaskan menu demi menu. Sebelum mencicipi hidangan yang dipesan, kita akan dibawa resto tour dengan penjelasan yang santai tapi detail. Aku cobain Wafu steakSmokey dan dagingnya empuk. Dipadukan dengan wafu sauce dan potatonya yang super enakLow tideIni salah satu signature mereka. Special ada strawberry caviar. Perpaduan coconut dan bikin segerAlchemist nya juga seger.Kopi susuGa nyangka rasanya se enak itu, kirain bakal too much sweet. Ternyata engga. Ada sponge cake di dalamnya. Cream coklat. Rasanya bitter sweetBurn pineapple q/a touch of choco Nenas yang di bakar dipadukan dengan potongan buah mangga. Makannya dibarengin dengan ice cream. SegerrSeru banget nyobain experience baru di Resto ini yang aku ga pernah coba di resto lain. Puas banget dengan pelayanan dan makanan2nya. Recommended ⭐️⭐️⭐️⭐️⭐️","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," Rp. 100.000 - Rp. 200.000


",Cipaganti,Barat,4.4
whidiea_wede,Jabarano Coffee,"Akhirnya kesampaian juga ngopi dan nongki disini. Design bangunannya di dominasi warna biru. Ada indoor ac dan outdoor. Aku pesen es kopi Surilli (29K)Menurutku terlalu manis, kopinya berasa tapi ga strong. Masih ramah di lambung. Aku juga pesen donat tiramisu (12K)Adonan donatnya lembut, ga keras. Tiramisu manisnya pas. Cocok buat teman ngopi","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Surapati,Kafe,4.0
whidiea_wede,Makmur Jaya Coffee Roaster,"Selalu suka dengan es kopi susu disini. Seperti biasa pesen es kopi susu. Tapi kali ini ditemani dengan Croissant tiramisu. Klo bahas es kopi susunya udah pasti enak, creamy. Kopinya berasa, manisnya pas. Croissant nya dengan harga 22K dengan ukuran yang gede tu terjangkau bgt sih. Cocok sebagai temannya kopi. Teksture nya ga keras. Perpaduan tiramisunya bikin tambah enak. *tempat yg selalu rame unk ngopi dan ngelaptop. Karna semua fasilitas disini lengkap. Mulai dari wifi, Musholla, toilet, smoking area dan indoor ac","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Dago Bawah,Kafe,4.2
whidiea_wede,Sawo Coffee,"Pewe banget berlama2 disini. Tempatnya ada indoor ac dan semi indoor di dpn. Bisa buat wfc juga..Aku pesen es kopi susu dan croissantEs kopi susunya enakk.Rasa kopinya ada, manisnya pas..Untuk croissant nya renyah dan cocok untuk teman ngopi","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Braga,Kafe,4.0
whidiea_wede,Grillnesia,"Tempatnya di ruko2 gitu. Ternyata di dalamnya senyaman dan se instagramable itu. Betah lama2 disini. Ada ruangan Ac dan wifi juga. Aku pesen :Baliness chicken bowlRice bowl yang isiannya ayam suwir dengan sambal matah yg segerCreamy carbonaraThe best sih ini. Creamy nya dapet. Mie nya lembut dan porsinya banyakBebek sambal matahPorsi bebeknya gede, sambal matahnya seger. Teksture bebeknya lembutSeafod platterIsiannya calamari ama dori. Cocok untuk rameanNasi rawon daging sapiKuahnya seger tp agak kurang gurih menurutku. Dagingnya empuk parahChicken cordon bleuTeksture ayamnya ga keras dan kejunya ngeblend dengan ayamnya, meltedRoselia blossom teaTeh nya seger, ga terlalu kecut. Enak diminum siang2","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


","[ Pasir Kaliki, Indonesia,Barat ]",,4.0
whidiea_wede,Sydwic,"Kemaren sengaja kesini untuk cobain promo sarapannya. Ada toast plus kopi cuka 29rb. Aku cobain cheese toast dan caramel toast..aku jg cobain ice latte dan hot latteToasnya enak, crunchy. Untuk latte ice nya masih ramah di lambung. Yg hot nya juga masih ramah di lambungAku jg cobain nasi hainan ayam lada garangPorsinya banyak. Ayam lada garamnya enak, pedesnya ga terlaluAmbiance nya sukaa, ada wifi juga","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Cilaki,Kafe,4.2
whidiea_wede,Fit Fuel,"Kalo mau makan makanan sehat, disini pilihan yg tepat. Bisa pesen di aplikasi online pula. Semua bahan2nya juga sehat, terjaga kebersihannya dan setiap menu ada takaran kalorinya. Cocok buat yg diet..Aku pesen:- Poke Bowl (dressing Teriyaki & Wafu)Isiannya ada nasi merah, edamame dan sayur2an segar. Ada tunanya jg sebagai pelengkap rasa- Diet Bowl Blackpepper (dressing Wafu)Saosnya blackpepper ga nyegak, tetap dgn nasi merah dan sayur2an segarnya. Ada topping telornya juga- Diet Bowl Carbonara (dressing Wafu)Spt biasa ada nasi merah dan sayuran segar. Ayamnya empuk aku suka. - Diet Bowl Mushroom (dressing Wafu)Tetap ada nasi merah dan sayur2an. Saosnya pelengkap rasa jadi enak. - Coco NutsIni air kelapa asli yg seger banget. Over all semua menunya sehat, enak2( ga berasa lg makan makanan sehat). Kalorinya tetap terjaga *sudah bisa pesan di aplikasi online juga yaa. Biar praktis","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",[ Trunojoyo ],,4.0
whidiea_wede,Arah Coffee,"Akhirnya berkesempatan hadir di grand openingnya Arah Coffee Pasundan..Jujur arsitekturnya kece banget, ada nuansa kayu dan bebatuan. Bikin betah lama2 disini. Aku nyobain es kopi susu ArahbicaSedikit strong, bukan tipe yg creamy. Tapi enakkk dan ramah dilambungAku juga nyobain bombolini coklat. Teksture nya lembut dan sedikit berminyak","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Sukajadi,Kafe,4.2
whidiea_wede,Bakso Sedjahtera,"Akhirnya bakso iga viral di Cianjur buka di Bandung. Tepatnya di daerah Antapani. Tempatnya luas dan ada playgroundnya juga. Ada lesehan di area blakangnya..Aku pesen mie bakso, bakso bakar, bakso goreng dan igaBakso bakarnya enak, dagingnya berasa. Apalagi di balur dengan saos kecapBakso gorengnya seporsi isi 3. Teksture nya ga keras, masih enak untuk digigit. Mie baksonya isian mie dan bakso kecil2. Kuahnya gurih dan baksonya empuk. Mie nya juga lembutIga sapiSeporsinya banyak. Dagingnya empuk dan kuahnya gurih","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Antapani,Indonesia,4.0
whidiea_wede,Menantea,"Kebetulan lagi mampir ke sherlock, liat Menantea jadi pesen deh. Aku pesen Matemateaka dan lychee teaMatemateaka nya seger banget, perpaduan apel, markisa, nanas dan jeruk. Perpaduan rasa manis dan asem dari teh dan buah ini bikin melek dan segerrrLychee tea Ada buah lychee tea nya di dlm cupnya. Manisnya pas, seger","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Riau,Minuman,4.0
whidiea_wede,Matar Jambococo,"Tempatnya ga terlalu luas tapi enakeun banget. Colokan banyak, pas buat yang mau ngopi sambil ngelaptop. Sore ke malam suasananya makin syahdu ditemani view Kota Bandung yang keren. Gedung paru paru dago keliatan jelas banget dari sini. Aku pesen : Milk tea Agak watery menurutku. Kurang berasa teh dan susunyaEs kopi susuManisnya pas. Ga terlalu strongTahu cabe garamPorsinya pas. Ga terlalu asin. Agak kurang crunchy","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Ciumbuleuit,Kafe,3.8
whidiea_wede,Seblak Teh Betty,"Ada 2 varian seblak disini. Ada seblak cikruh dan cebrek. Ak pesen dua2nyaSeblak cikruh itu dimasak pakai claypot dan berkuah. Panasnya pun tahan lama. Toppingnya bisa milih, mulai dari harga 500 rupiah. Aku pesen topping somay, enoki, dan ada bayam. Kuahnya seger dan panas banget. Tapi sayang kurang gurih dikit menurutku. Untuk seblak cebrek alias seblak kering aku pilih toppingnya cuma kerupuk. Dan masih ada paduan bayamnya juga. Rasa cikurnya berasa banget. Just info untuk per levelnya ada biaya tambahan yaa.","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Burangrang,Indonesia,3.6
whidiea_wede,Bolu Bakar Tunggal,"Se cinta itu ama roti bakar tunggal, walaupun harganya agak pricey menurutku hehe. Aku pesen yang roombutter. Teksturenya lembut, pinggirannya agak garing. Aromanya khas. Toppingnya melimpah, tapi ga menutupi rasa khas bolunya. Like it","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Riau,Toko Kue,4.0
whidiea_wede,Roti Macan,"Beberapa kali kesini, dan udh cobain roti berry cheesenya. Skrg nyobain yang Parmigiano choco. Porsinya gede bulet dengan harga 28rb. Dalamannya ada coklat melted. Teksturenya lembut di dalam garing di luar. Trus aku cobain juga es kopi susunya disini enakk creamy dan ramah dilambung. Owh ya kalau kesini harus PO dlu di Tokped. kalopun datang langsung biasanya kebagian yang parmigiano choco, bukan yang berry cheese (best seller)","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Buah Batu,Toko Roti,4.2
whidiea_wede,Sawo Coffee,"Jujur disini tenang banget sih walaupun terbilang masih deket dengan jalan raya. Terdiri dari 2 lantai. Tapi sayang ga ada makanan berat disini. Aku pesen ice matcha latteGa terlalu manis. Sebagai pecinta matcha, rasa matcha nya kurang berasa sih iniUntuk ambiance nya aku suka❤️","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Pasir Kaliki,Kafe,3.4
whidiea_wede,Mie Baso Slowi,"Beberapa kali kesini dan selalu ramai pengunjung. Tempatnya ga terlalu besar, tapi ada area meja depan. Aku pesen baso isian sayur dan toge aja. Eh ternyata disini dikasih tulang dong. Basonya bnr2 baso, empuk dan bener2 padat. Untuk tulangnya masih ada dikit2 dagingnya yang empuk..Kalo kesini jangan lupa cobain batagornya juga. Enakkk.","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Ahmad Yani,Indonesia,4.0
whidiea_wede,Tempat Makan Bandung,"Kesini lagi setelah beberapa bln ga kesini. Tempatnya lebih cozy dan ada live musik. Aku pesen mix platter gorengan gituIsinya cireng, tempe, kentang. Porsinya lumayan ngenyangin. Aku pesen nasi gorengPorsinya pas, bumbunya berasa. I like itAku pesen jamur enokiCrunchy dan enakk. Dicocol pake saos da mayoniseMinumnya aku pesen ice thai teaManisnya pas. Thai tea nya berasa, ga hambarTrus aku pesen mie goreng pake telorAda isian telor, sayur dan baso. Untuk basonya padet.","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Dago Atas,Kafe,4.0
whidiea_wede,Khoe Pek Goan Bloemenstad,"Tiap hari lewat, tapi baru sempat sekarang nongki cantik disini. Tempatnya cozy banget. Sampe-sampe pagi pun udah rame pengunjung. Ini tu pertama kalinya ada di Garut, skrg buka di Bandung dengan tempat yang strategis. Aku pesen ice capuccino Kopinya agak strong, tapi masih ramah di lambung. Aku coba Custard Velvet CroissantGa nyangka croissant seenak ini harganya cuma 17K dong. Fla di dalam nya enakk banget, ga giung. Trus teksture si croissant nya ga keras. Favorit dehAmbiance nya nenangin, apalagi di tengah2nya ada pohon gitu. Berasa lagi di beranda belakang rumah kece. Syukaa. Pelayanannya juga ramah dan cekatan 👌🏼","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Riau,Kafe,4.6
whidiea_wede,Ayam Geprek Pangeran,"Kesini lagi tapi nyobain menu lainnya. Aku cobain ayam gokar ( goreng bakar) dengan saus honey garlic dan saus lava. Untuk ayamnya boleh pilih dada, paha atau sayap. Udah free refill nasi dan es teh tawar juga. Ayam nya setelah di bakar jadi enak, ga terlaly gosong. Masih nge blend antara bumbu dan hasil bakarannya. SukkaaUntuk sambelnya pedess dan seger. Aku jg cobain jamur crispy nya enak dicocok sambel. Ak makan nasinya juga pake kol goreng tambah mantap. Maknyusss","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Riau,Indonesia,4.0
whidiea_wede,Railway Coffee,Dulu pernah kesini untuk ngopi yg hot. Sekarang nyobain es kopi susunya. Ternyata aku sukaa. Tipe yg creamy dan ramah di lambung. Manisnya pun pas. Cocok buat nugas juga disini karna banyak colokan,"low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Cicendo,Kafe,4.0
whidiea_wede,Little Contrast,"Langganan tetap kalau ke Little Contras slalu pesan es kopi susu cinnamont. Manisnya bikin nagih untuk ak pecinta minuman manis. creamy, kopinya ga terlalu strong.","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Riau,Kafe,4.2
whidiea_wede,Kopi Nako,Akhirnya nyobain juga ngopi di KBP. Kebetulan cab Nako buka disini. Tempatnya cukup luas. Ada beberapa area indoor dan outdoor. Terdiri dari 2 lantai. Enakeun buat santai sore dan malam. Kalo siang agak panas sih sptnya..Aku pesen :Hot latte. Kopinya cukup strong. Tapi masih aman di lambung. Aku juga pesen tahu cabe garam. Rasanya spt tahu biasa aja. Gurih dan ga terlalu asin. Porsinya lumayan banyak,"low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Kota Baru Parahyangan,Kafe,4.2
whidiea_wede,Yagami Ramen House,"Udah ada dari tahun 2012. Tapi baru nyoba sekarang. Aku pesen : Ramen kuah wakame dengan topping katsu.Kuah ramennya enak, lebih gurih dan enak lagi kalo di tambah saos atau potongan cabe. Mie nya lembut. Untuk porsinya pasPaket sukiyakiLumayan banyak nih buat ber 2. Isiannya lengkap. Kuahnya aku pilih yang tomyomSnack mushroom mayoAku sukaa crunchy. Dicocok pake sambel dan mayonya tambah nikmat","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Dago Atas,Jepang,3.6
whidiea_wede,Bosscha Space,"Nemu lagi cafe cozy yang bisa buat ngopi atau nugas. Tempatnya cukup luas ada smoking area dan non smoking area. Disini selain makanan berat, ada cemilan dan kopi juga lho. Aku pesen :WaffleAda 3 bagian waffle, diatasnya ada ice cream. Enak dan teksture waffle nya ga kerasIce matcha Gelasnya gede, matcha nya ga terlalu paitMac & cheesePorsinya lumayan banyak disajikan unik pake katel kecil gitu. Kejunya banyakk","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Dago Bawah,Kafe,4.0
whidiea_wede,Justus Steakhouse,"Pulang kerja mampir kesini. Di cabang Cimanuk. Selalu jadi favorit kalo mau makan steak. Tempatnya ga terlalu gede tp cukup cozy.Kali ini aku pesen :Asian beef bbq. Daging plus nasi dan salad gitu. Untuk dagingnya empuk, saosnya nge blend. Porsinya ngenyangin banget..Untuk minumnya ak pesen juice strawberry. Fav kalo kesini minum juice strawberry karna seger dan enak","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Riau,Barat,4.2
whidiea_wede,Temanlama,"Hidden gem daerah Pajajaran ini selalu ramai pengunjung. Kesini lagi untuk ke tiga kalinya..Kali ini aku ga pesen kopi, tapi aku nyobain matcha ice nya aja. Ukuran gelasnya gede, matcha nya ga pait dan ga terlalu manis.","low tide, alchemist, burn pineapple q/a touch of choco, Wafu steak, Kopi Susu"," < Rp. 50.000


",Pajajaran,Kafe,4.0
